('Lincoln Medical & Mental Health Center', [40.8183, -73.9426]): 0.0
('New York Methodist Hospital', [40.7085, -74.0135]): 0.0
('Bellevue Hospital Center', [40.7085, -74.0135]): 0.0
('Long Island College Hospital', [40.7085, -74.0135]): 13123.0
('NYU Hospitals Center', [40.7085, -74.0135]): 0.0
('Queens Hospital Center', [40.6621, -73.7353]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6621, -73.7353]): 56805.0
('Jamaica Hospital Medical Center', [40.6621, -73.7353]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8662, -73.9221]): 0.0
('Lincoln Medical & Mental Health Center', [40.8662, -73.9221]): 0.0
('North Central Bronx Hospital', [40.8662, -73.9221]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8662, -73.9221]): 110081.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8662, -73.9221]): 0.0
('Maimonides Medical Center', [40.6669, -73.9828]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.6669, -73.9828]): 0.0
('New York Methodist Hospital', [40.6669, -73.9828]): 119899.0
('Long Island College Hospital', [40.6669, -73.9828]): 0.0
('Brookdale Hospital Medical Center', [40.6205, -73.9239]): 0.0
('New York Community Hospital of     Brooklyn', [40.6205, -73.9239]): 0.0
('University Hospital of Brooklyn', [40.6205, -73.9239]): 0.0
('Kings County Hospital Center', [40.6205, -73.9239]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6205, -73.9239]): 167157.0
('Kingsbrook Jewish Medical Center', [40.6205, -73.9239]): 0.0
('Flushing Hospital Medical Center', [40.7606, -73.7968]): 42301.0
('New York Hospital Medical Center   of Queens', [40.7606, -73.7968]): 0.0
('Queens Hospital Center', [40.7606, -73.7968]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7627, -73.9149]): 0.0
('Hospital for Special Surgery', [40.7627, -73.9149]): 68727.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7627, -73.9149]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.6794, -74.0014]): 0.0
('New York Methodist Hospital', [40.6794, -74.0014]): 0.0
('Long Island College Hospital', [40.6794, -74.0014]): 93630.0
('Flushing Hospital Medical Center', [40.7347, -73.723]): 0.0
('New York Hospital Medical Center   of Queens', [40.7347, -73.723]): 27184.0
('Queens Hospital Center', [40.7347, -73.723]): 0.0
('Jamaica Hospital Medical Center', [40.7347, -73.723]): 0.0
('Brookdale Hospital Medical Center', [40.6407, -73.9028]): 0.0
('University Hospital of Brooklyn', [40.6407, -73.9028]): 0.0
('Kings County Hospital Center', [40.6407, -73.9028]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6407, -73.9028]): 226826.0
('Kingsbrook Jewish Medical Center', [40.6407, -73.9028]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.694, -73.9903]): 0.0
('New York Methodist Hospital', [40.694, -73.9903]): 0.0
('Long Island College Hospital', [40.694, -73.9903]): 296148.0
('Richmond University Medical Center', [40.6324, -74.1171]): 64198.0
('Maimonides Medical Center', [40.6324, -74.1171]): 0.0
('Staten Island University Hosp-North', [40.6324, -74.1171]): 0.0
('Maimonides Medical Center', [40.7038, -74.0098]): 0.0
('Woodhull Medical & Mental Health Center', [40.7038, -74.0098]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7038, -74.0098]): 0.0
('New York Methodist Hospital', [40.7038, -74.0098]): 0.0
('Bellevue Hospital Center', [40.7038, -74.0098]): 0.0
('Long Island College Hospital', [40.7038, -74.0098]): 1278.0
('Wyckoff Heights Medical Center', [40.7038, -74.0098]): 0.0
('NYU Hospitals Center', [40.7038, -74.0098]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8486, -73.8999]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8486, -73.8999]): 0.0
('Calvary Hospital Inc', [40.8486, -73.8999]): 423069.0
('Lincoln Medical & Mental Health Center', [40.8486, -73.8999]): 0.0
('Jacobi Medical Center', [40.8486, -73.8999]): 0.0
('North Central Bronx Hospital', [40.8486, -73.8999]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8486, -73.8999]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8486, -73.8999]): 0.0
('Flushing Hospital Medical Center', [40.7029, -73.8111]): 0.0
('New York Hospital Medical Center   of Queens', [40.7029, -73.8111]): 0.0
('Queens Hospital Center', [40.7029, -73.8111]): 0.0
('Jamaica Hospital Medical Center', [40.7029, -73.8111]): 171117.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8295, -73.8716]): 0.0
('Calvary Hospital Inc', [40.8295, -73.8716]): 249217.0
('Lincoln Medical & Mental Health Center', [40.8295, -73.8716]): 0.0
('Jacobi Medical Center', [40.8295, -73.8716]): 0.0
('Mount Sinai Hospital', [40.7816, -73.9511]): 0.0
('Hospital for Special Surgery', [40.7816, -73.9511]): 0.0
('Metropolitan Hospital Center', [40.7816, -73.9511]): 102102.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7816, -73.9511]): 0.0
('Lenox Hill Hospital', [40.7816, -73.9511]): 0.0
('New York Community Hospital of     Brooklyn', [40.6076, -73.8198]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6076, -73.8198]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6076, -73.8198]): 49467.0
('Jamaica Hospital Medical Center', [40.6076, -73.8198]): 0.0
('Mount Sinai Hospital', [40.8135, -73.9381]): 0.0
('Lincoln Medical & Mental Health Center', [40.8135, -73.9381]): 0.0
('Harlem Hospital Center', [40.8135, -73.9381]): 93422.0
('Metropolitan Hospital Center', [40.8135, -73.9381]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8135, -73.9381]): 0.0
('Maimonides Medical Center', [40.6179, -73.9856]): 0.0
('New York Community Hospital of     Brooklyn', [40.6179, -73.9856]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6179, -73.9856]): 114880.0
('University Hospital of Brooklyn', [40.6628, -73.9546]): 0.0
('Kings County Hospital Center', [40.6628, -73.9546]): 0.0
('Kingsbrook Jewish Medical Center', [40.6628, -73.9546]): 163179.0
('New York Hospital Medical Center   of Queens', [40.6982, -73.8345]): 0.0
('Queens Hospital Center', [40.6982, -73.8345]): 0.0
('Jamaica Hospital Medical Center', [40.6982, -73.8345]): 85299.0
('University Hospital of Brooklyn', [40.6505, -73.9349]): 0.0
('Kings County Hospital Center', [40.6505, -73.9349]): 0.0
('Kingsbrook Jewish Medical Center', [40.6505, -73.9349]): 234003.0
('Woodhull Medical & Mental Health Center', [40.7272, -73.9498]): 90924.0
('Bellevue Hospital Center', [40.7272, -73.9498]): 0.0
('NYU Hospitals Center', [40.7272, -73.9498]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7517, -73.9707]): 0.0
('Bellevue Hospital Center', [40.7517, -73.9707]): 0.0
('Hospital for Special Surgery', [40.7517, -73.9707]): 122100.0
('NYU Hospitals Center', [40.7517, -73.9707]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7517, -73.9707]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7139, -74.007]): 0.0
('Bellevue Hospital Center', [40.7139, -74.007]): 0.0
('Long Island College Hospital', [40.7139, -74.007]): 54697.0
('NYU Hospitals Center', [40.7139, -74.007]): 0.0
('Queens Hospital Center', [40.6006, -73.758]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6006, -73.758]): 191933.0
('Jamaica Hospital Medical Center', [40.6006, -73.758]): 0.0
('Richmond University Medical Center', [40.5973, -74.0768]): 0.0
('Maimonides Medical Center', [40.5973, -74.0768]): 0.0
('Staten Island University Hosp-North', [40.5973, -74.0768]): 98966.0
('Coney Island Hospital', [40.5973, -74.0768]): 0.0
('Richmond University Medical Center', [40.5352, -74.2116]): 0.0
('Staten Island University Hosp-North', [40.5352, -74.2116]): 0.0
('Staten Island University Hosp-South', [40.5352, -74.2116]): 48490.0
('Mount Sinai Hospital', [40.7763, -73.911]): 0.0
('Lincoln Medical & Mental Health Center', [40.7763, -73.911]): 0.0
('Elmhurst Hospital Center', [40.7763, -73.911]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7763, -73.911]): 0.0
('Hospital for Special Surgery', [40.7763, -73.911]): 0.0
('Metropolitan Hospital Center', [40.7763, -73.911]): 55789.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7763, -73.911]): 0.0
('Lenox Hill Hospital', [40.7763, -73.911]): 0.0
('Flushing Hospital Medical Center', [40.7591, -73.7326]): 24915.0
('New York Hospital Medical Center   of Queens', [40.7591, -73.7326]): 0.0
('Queens Hospital Center', [40.7591, -73.7326]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7651, -73.9638]): 0.0
('Hospital for Special Surgery', [40.7651, -73.9638]): 81161.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7651, -73.9638]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8465, -73.841]): 0.0
('Calvary Hospital Inc', [40.8465, -73.841]): 178606.0
('Jacobi Medical Center', [40.8465, -73.841]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7608, -73.9295]): 0.0
('Hospital for Special Surgery', [40.7608, -73.9295]): 92017.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7608, -73.9295]): 0.0
('Elmhurst Hospital Center', [40.7611, -73.8916]): 98709.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7611, -73.8916]): 0.0
('Hospital for Special Surgery', [40.7611, -73.8916]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7611, -73.8916]): 0.0
('Flushing Hospital Medical Center', [40.7536, -73.8226]): 118931.0
('New York Hospital Medical Center   of Queens', [40.7536, -73.8226]): 0.0
('Queens Hospital Center', [40.7536, -73.8226]): 0.0
('Brookdale Hospital Medical Center', [40.7239, -73.8997]): 0.0
('Woodhull Medical & Mental Health Center', [40.7239, -73.8997]): 0.0
('Interfaith Medical Center', [40.7239, -73.8997]): 0.0
('Elmhurst Hospital Center', [40.7239, -73.8997]): 0.0
('Bellevue Hospital Center', [40.7239, -73.8997]): 0.0
('Wyckoff Heights Medical Center', [40.7239, -73.8997]): 57525.0
('NYU Hospitals Center', [40.7239, -73.8997]): 0.0
('Flushing Hospital Medical Center', [40.6958, -73.7617]): 0.0
('New York Hospital Medical Center   of Queens', [40.6958, -73.7617]): 0.0
('Queens Hospital Center', [40.6958, -73.7617]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6958, -73.7617]): 0.0
('Jamaica Hospital Medical Center', [40.6958, -73.7617]): 87091.0
('Woodhull Medical & Mental Health Center', [40.7173, -73.8792]): 0.0
('New York Hospital Medical Center   of Queens', [40.7173, -73.8792]): 0.0
('Elmhurst Hospital Center', [40.7173, -73.8792]): 0.0
('Queens Hospital Center', [40.7173, -73.8792]): 0.0
('Wyckoff Heights Medical Center', [40.7173, -73.8792]): 48731.0
('Jamaica Hospital Medical Center', [40.7173, -73.8792]): 0.0
('Richmond University Medical Center', [40.6316, -74.0927]): 154873.0
('Maimonides Medical Center', [40.6316, -74.0927]): 0.0
('Staten Island University Hosp-North', [40.6316, -74.0927]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8729, -73.8278]): 0.0
('Calvary Hospital Inc', [40.8729, -73.8278]): 122440.0
('Jacobi Medical Center', [40.8729, -73.8278]): 0.0
('Flushing Hospital Medical Center', [40.7277, -73.7489]): 0.0
('New York Hospital Medical Center   of Queens', [40.7277, -73.7489]): 69732.0
('Queens Hospital Center', [40.7277, -73.7489]): 0.0
('Jamaica Hospital Medical Center', [40.7277, -73.7489]): 0.0
('Flushing Hospital Medical Center', [40.7627, -73.7745]): 40480.0
('New York Hospital Medical Center   of Queens', [40.7627, -73.7745]): 0.0
('Queens Hospital Center', [40.7627, -73.7745]): 0.0
('Richmond University Medical Center', [40.6301, -74.1607]): 70204.0
('Maimonides Medical Center', [40.6301, -74.1607]): 0.0
('Staten Island University Hosp-North', [40.6301, -74.1607]): 0.0
('Staten Island University Hosp-South', [40.6301, -74.1607]): 0.0
('Maimonides Medical Center', [40.6412, -74.0133]): 0.0
('New York Community Hospital of     Brooklyn', [40.6412, -74.0133]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.6412, -74.0133]): 0.0
('New York Methodist Hospital', [40.6412, -74.0133]): 0.0
('University Hospital of Brooklyn', [40.6412, -74.0133]): 0.0
('Long Island College Hospital', [40.6412, -74.0133]): 0.0
('Kings County Hospital Center', [40.6412, -74.0133]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6412, -74.0133]): 194464.0
('Maimonides Medical Center', [40.6424, -73.9758]): 0.0
('New York Methodist Hospital', [40.6424, -73.9758]): 0.0
('University Hospital of Brooklyn', [40.6424, -73.9758]): 129035.0
('Kings County Hospital Center', [40.6424, -73.9758]): 0.0
('Woodhull Medical & Mental Health Center', [40.6924, -73.9666]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.6924, -73.9666]): 134953.0
('Long Island College Hospital', [40.6924, -73.9666]): 0.0
('Flushing Hospital Medical Center', [40.7667, -73.8241]): 133298.0
('New York Hospital Medical Center   of Queens', [40.7667, -73.8241]): 0.0
('Elmhurst Hospital Center', [40.7667, -73.8241]): 0.0
('Queens Hospital Center', [40.7667, -73.8241]): 0.0
('Jamaica Hospital Medical Center', [40.7667, -73.8241]): 0.0
('New York Community Hospital of     Brooklyn', [40.6011, -73.9475]): 140544.0
('Coney Island Hospital', [40.6011, -73.9475]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6011, -73.9475]): 0.0
('Flushing Hospital Medical Center', [40.7851, -73.8096]): 48470.0
('New York Hospital Medical Center   of Queens', [40.7851, -73.8096]): 0.0
('Queens Hospital Center', [40.7851, -73.8096]): 0.0
('Brookdale Hospital Medical Center', [40.6588, -73.8438]): 0.0
('Kingsbrook Jewish Medical Center', [40.6588, -73.8438]): 49215.0
('Jamaica Hospital Medical Center', [40.6588, -73.8438]): 0.0
('Flushing Hospital Medical Center', [40.7613, -73.8739]): 0.0
('New York Hospital Medical Center   of Queens', [40.7613, -73.8739]): 66524.0
('Elmhurst Hospital Center', [40.7613, -73.8739]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.9, -73.8622]): 0.0
('Jacobi Medical Center', [40.9, -73.8622]): 0.0
('North Central Bronx Hospital', [40.9, -73.8622]): 49224.0
('Flushing Hospital Medical Center', [40.728, -73.8195]): 0.0
('New York Hospital Medical Center   of Queens', [40.728, -73.8195]): 61906.0
('Queens Hospital Center', [40.728, -73.8195]): 0.0
('Jamaica Hospital Medical Center', [40.728, -73.8195]): 0.0
('Brookdale Hospital Medical Center', [40.6763, -73.7966]): 0.0
('Flushing Hospital Medical Center', [40.6763, -73.7966]): 0.0
('New York Hospital Medical Center   of Queens', [40.6763, -73.7966]): 0.0
('Queens Hospital Center', [40.6763, -73.7966]): 0.0
('Jamaica Hospital Medical Center', [40.6763, -73.7966]): 48691.0
('Flushing Hospital Medical Center', [40.709, -73.7401]): 0.0
('New York Hospital Medical Center   of Queens', [40.709, -73.7401]): 57890.0
('Queens Hospital Center', [40.709, -73.7401]): 0.0
('Jamaica Hospital Medical Center', [40.709, -73.7401]): 0.0
('Mount Sinai Hospital', [40.7864, -73.9764]): 0.0
('Metropolitan Hospital Center', [40.7864, -73.9764]): 116268.0
('Lenox Hill Hospital', [40.7864, -73.9764]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7685, -73.9588]): 0.0
('Hospital for Special Surgery', [40.7685, -73.9588]): 78610.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7685, -73.9588]): 0.0
('Flushing Hospital Medical Center', [40.7208, -73.7433]): 0.0
('New York Hospital Medical Center   of Queens', [40.7208, -73.7433]): 39203.0
('Queens Hospital Center', [40.7208, -73.7433]): 0.0
('Jamaica Hospital Medical Center', [40.7208, -73.7433]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7496, -73.9919]): 0.0
('Bellevue Hospital Center', [40.7496, -73.9919]): 0.0
('Hospital for Special Surgery', [40.7496, -73.9919]): 11545.0
('NYU Hospitals Center', [40.7496, -73.9919]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7496, -73.9919]): 0.0
('Lenox Hill Hospital', [40.7496, -73.9919]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8702, -73.8495]): 0.0
('Calvary Hospital Inc', [40.8702, -73.8495]): 181835.0
('Jacobi Medical Center', [40.8702, -73.8495]): 0.0
('Hospital for Special Surgery', [40.7706, -73.9265]): 72791.0
('Metropolitan Hospital Center', [40.7706, -73.9265]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7706, -73.9265]): 0.0
('Queens Hospital Center', [40.6947, -73.7374]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6947, -73.7374]): 38052.0
('Jamaica Hospital Medical Center', [40.6947, -73.7374]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.9011, -73.9053]): 0.0
('North Central Bronx Hospital', [40.9011, -73.9053]): 48426.0
('New York Presbyterian Hospital - Allen Pavilion', [40.9011, -73.9053]): 0.0
('Brookdale Hospital Medical Center', [40.6913, -73.8585]): 0.0
('Woodhull Medical & Mental Health Center', [40.6913, -73.8585]): 0.0
('Interfaith Medical Center', [40.6913, -73.8585]): 0.0
('Elmhurst Hospital Center', [40.6913, -73.8585]): 0.0
('Queens Hospital Center', [40.6913, -73.8585]): 0.0
('Wyckoff Heights Medical Center', [40.6913, -73.8585]): 69780.0
('Jamaica Hospital Medical Center', [40.6913, -73.8585]): 0.0
('New York Hospital Medical Center   of Queens', [40.7278, -73.8602]): 74359.0
('Elmhurst Hospital Center', [40.7278, -73.8602]): 0.0
('Queens Hospital Center', [40.7278, -73.8602]): 0.0
('Queens Hospital Center', [40.6645, -73.7559]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6645, -73.7559]): 88072.0
('Jamaica Hospital Medical Center', [40.6645, -73.7559]): 0.0
('Elmhurst Hospital Center', [40.7436, -73.9216]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7436, -73.9216]): 0.0
('Bellevue Hospital Center', [40.7436, -73.9216]): 0.0
('Wyckoff Heights Medical Center', [40.7436, -73.9216]): 46154.0
('Hospital for Special Surgery', [40.7436, -73.9216]): 0.0
('NYU Hospitals Center', [40.7436, -73.9216]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7436, -73.9216]): 0.0
('Flushing Hospital Medical Center', [40.7481, -73.7114]): 0.0
('New York Hospital Medical Center   of Queens', [40.7481, -73.7114]): 23713.0
('Queens Hospital Center', [40.7481, -73.7114]): 0.0
('Flushing Hospital Medical Center', [40.7807, -73.7812]): 28514.0
('New York Hospital Medical Center   of Queens', [40.7807, -73.7812]): 0.0
('Queens Hospital Center', [40.7807, -73.7812]): 0.0
('Jamaica Hospital Medical Center', [40.7807, -73.7812]): 0.0
('Richmond University Medical Center', [40.5518, -74.1526]): 0.0
('Staten Island University Hosp-North', [40.5518, -74.1526]): 0.0
('Staten Island University Hosp-South', [40.5518, -74.1526]): 40380.0
('Brookdale Hospital Medical Center', [40.6497, -73.8824]): 0.0
('University Hospital of Brooklyn', [40.6497, -73.8824]): 0.0
('Kings County Hospital Center', [40.6497, -73.8824]): 0.0
('Kingsbrook Jewish Medical Center', [40.6497, -73.8824]): 54688.0
('Richmond University Medical Center', [40.5085, -74.2445]): 0.0
('Brookdale Hospital Medical Center', [40.5085, -74.2445]): 0.0
('Mount Sinai Hospital', [40.5085, -74.2445]): 0.0
('Maimonides Medical Center', [40.5085, -74.2445]): 0.0
('New York Community Hospital of     Brooklyn', [40.5085, -74.2445]): 0.0
('Woodhull Medical & Mental Health Center', [40.5085, -74.2445]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.5085, -74.2445]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.5085, -74.2445]): 0.0
('New York Methodist Hospital', [40.5085, -74.2445]): 0.0
('University Hospital of Brooklyn', [40.5085, -74.2445]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.5085, -74.2445]): 0.0
('Flushing Hospital Medical Center', [40.5085, -74.2445]): 0.0
('Calvary Hospital Inc', [40.5085, -74.2445]): 0.0
('Lincoln Medical & Mental Health Center', [40.5085, -74.2445]): 0.0
('Staten Island University Hosp-North', [40.5085, -74.2445]): 0.0
('Interfaith Medical Center', [40.5085, -74.2445]): 0.0
('Coney Island Hospital', [40.5085, -74.2445]): 0.0
('New York Hospital Medical Center   of Queens', [40.5085, -74.2445]): 0.0
('Elmhurst Hospital Center', [40.5085, -74.2445]): 0.0
('Staten Island University Hosp-South', [40.5085, -74.2445]): 18310.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.5085, -74.2445]): 0.0
('Queens Hospital Center', [40.5085, -74.2445]): 0.0
('Bellevue Hospital Center', [40.5085, -74.2445]): 0.0
('Jacobi Medical Center', [40.5085, -74.2445]): 0.0
('Harlem Hospital Center', [40.5085, -74.2445]): 0.0
('Long Island College Hospital', [40.5085, -74.2445]): 0.0
('Kings County Hospital Center', [40.5085, -74.2445]): 0.0
('Wyckoff Heights Medical Center', [40.5085, -74.2445]): 0.0
('North Central Bronx Hospital', [40.5085, -74.2445]): 0.0
('Hospital for Special Surgery', [40.5085, -74.2445]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.5085, -74.2445]): 0.0
('St Johns Episcopal Hospital So Shore', [40.5085, -74.2445]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.5085, -74.2445]): 0.0
('Metropolitan Hospital Center', [40.5085, -74.2445]): 0.0
('NYU Hospitals Center', [40.5085, -74.2445]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.5085, -74.2445]): 0.0
('Lenox Hill Hospital', [40.5085, -74.2445]): 0.0
('Kingsbrook Jewish Medical Center', [40.5085, -74.2445]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.5085, -74.2445]): 0.0
('Jamaica Hospital Medical Center', [40.5085, -74.2445]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7618, -73.9505]): 0.0
('Hospital for Special Surgery', [40.7618, -73.9505]): 9482.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7618, -73.9505]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8469, -73.7874]): 0.0
('Calvary Hospital Inc', [40.8469, -73.7874]): 13440.0
('Jacobi Medical Center', [40.8469, -73.7874]): 0.0
('New York Hospital Medical Center   of Queens', [40.7069, -73.8297]): 0.0
('Queens Hospital Center', [40.7069, -73.8297]): 0.0
('Jamaica Hospital Medical Center', [40.7069, -73.8297]): 38034.0
('Flushing Hospital Medical Center', [40.7428, -73.7588]): 0.0
('New York Hospital Medical Center   of Queens', [40.7428, -73.7588]): 41510.0
('Queens Hospital Center', [40.7428, -73.7588]): 0.0
('Woodhull Medical & Mental Health Center', [40.7105, -74.0163]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7105, -74.0163]): 0.0
('New York Methodist Hospital', [40.7105, -74.0163]): 0.0
('Bellevue Hospital Center', [40.7105, -74.0163]): 0.0
('Long Island College Hospital', [40.7105, -74.0163]): 6989.0
('NYU Hospitals Center', [40.7105, -74.0163]): 0.0
('Flushing Hospital Medical Center', [40.7571, -73.7182]): 11743.0
('New York Hospital Medical Center   of Queens', [40.7571, -73.7182]): 0.0
('Queens Hospital Center', [40.7571, -73.7182]): 0.0
('Flushing Hospital Medical Center', [40.7236, -73.7058]): 0.0
('New York Hospital Medical Center   of Queens', [40.7236, -73.7058]): 5187.0
('Queens Hospital Center', [40.7236, -73.7058]): 0.0
('Jamaica Hospital Medical Center', [40.7236, -73.7058]): 0.0
('Brookdale Hospital Medical Center', [40.5594, -73.9067]): 0.0
('New York Community Hospital of     Brooklyn', [40.5594, -73.9067]): 0.0
('Coney Island Hospital', [40.5594, -73.9067]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.5594, -73.9067]): 4347.0
('Flushing Hospital Medical Center', [40.7272, -73.7949]): 0.0
('New York Hospital Medical Center   of Queens', [40.7272, -73.7949]): 0.0
('Queens Hospital Center', [40.7272, -73.7949]): 29442.0
('Jamaica Hospital Medical Center', [40.7272, -73.7949]): 0.0
('Bellevue Hospital Center', [40.7354, -73.9968]): 0.0
('Long Island College Hospital', [40.7354, -73.9968]): 8579.0
('NYU Hospitals Center', [40.7354, -73.9968]): 0.0
('University Hospital of Brooklyn', [40.6451, -73.945]): 248.0
('Kings County Hospital Center', [40.6451, -73.945]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6451, -73.945]): 0.0
('Kingsbrook Jewish Medical Center', [40.6451, -73.945]): 0.0
('Flushing Hospital Medical Center', [40.7294, -73.6828]): 0.0
('New York Hospital Medical Center   of Queens', [40.7294, -73.6828]): 8689.0
('Queens Hospital Center', [40.7294, -73.6828]): 0.0
('Jamaica Hospital Medical Center', [40.7294, -73.6828]): 0.0
('Flushing Hospital Medical Center', [40.7722, -73.7454]): 9198.0
('New York Hospital Medical Center   of Queens', [40.7722, -73.7454]): 0.0
('Queens Hospital Center', [40.7722, -73.7454]): 0.0
('Queens Hospital Center', [40.6472, -73.7827]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6472, -73.7827]): 29798.0
('Jamaica Hospital Medical Center', [40.6472, -73.7827]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7524, -73.9791]): 0.0
('Bellevue Hospital Center', [40.7524, -73.9791]): 0.0
('Hospital for Special Surgery', [40.7524, -73.9791]): 2622.0
('NYU Hospitals Center', [40.7524, -73.9791]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7524, -73.9791]): 0.0
('Lenox Hill Hospital', [40.7524, -73.9791]): 0.0
('Maimonides Medical Center', [40.7056, -74.0083]): 0.0
('Woodhull Medical & Mental Health Center', [40.7056, -74.0083]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7056, -74.0083]): 0.0
('New York Methodist Hospital', [40.7056, -74.0083]): 0.0
('Bellevue Hospital Center', [40.7056, -74.0083]): 0.0
('Long Island College Hospital', [40.7056, -74.0083]): 19791.0
('Wyckoff Heights Medical Center', [40.7056, -74.0083]): 0.0
('NYU Hospitals Center', [40.7056, -74.0083]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7652, -73.9804]): 0.0
('Bellevue Hospital Center', [40.7652, -73.9804]): 0.0
('Hospital for Special Surgery', [40.7652, -73.9804]): 1316.0
('NYU Hospitals Center', [40.7652, -73.9804]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7652, -73.9804]): 0.0
('Lenox Hill Hospital', [40.7652, -73.9804]): 0.0
('Woodhull Medical & Mental Health Center', [40.7089, -74.0111]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7089, -74.0111]): 0.0
('New York Methodist Hospital', [40.7089, -74.0111]): 0.0
('Bellevue Hospital Center', [40.7089, -74.0111]): 0.0
('Long Island College Hospital', [40.7089, -74.0111]): 580.0
('Wyckoff Heights Medical Center', [40.7089, -74.0111]): 0.0
('NYU Hospitals Center', [40.7089, -74.0111]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7152, -74.0038]): 0.0
('Bellevue Hospital Center', [40.7152, -74.0038]): 0.0
('Long Island College Hospital', [40.7152, -74.0038]): 2239.0
